lead_id,created_date,industry,company_size,enquiry_type,response_time_hours,number_of_rfqs,converted,data_source
L000739,2026-01-25,Retail,51-200,Bulk order,22.08,4,0,synthetic_demo
L010887,2026-01-25,Healthcare,1-50,Product enquiry,2.7,4,1,synthetic_demo
L006497,2026-01-25,Retail,1-50,Bulk order,42.37,3,0,synthetic_demo
L006632,2026-01-25,Manufacturing,201-1000,Price quote,17.7,3,0,synthetic_demo
L007261,2026-01-25,Construction,51-200,Bulk order,12.26,2,0,synthetic_demo
L002760,2026-01-25,Healthcare,51-200,Product enquiry,5.32,3,0,synthetic_demo
L006382,2026-01-25,Construction,1-50,Price quote,7.78,2,0,synthetic_demo
L004710,2026-01-25,Retail,51-200,Supplier request,10.17,4,0,synthetic_demo
L001619,2026-01-25,Construction,1-50,Supplier request,9.25,2,1,synthetic_demo
L009931,2026-01-25,Manufacturing,51-200,Price quote,1.42,4,1,synthetic_demo
L004617,2026-01-25,Manufacturing,201-1000,Product enquiry,11.6,2,0,synthetic_demo
L011565,2026-01-25,Manufacturing,201-1000,Product enquiry,9.89,3,0,synthetic_demo
L008257,2026-01-25,Technology,201-1000,Product enquiry,11.84,5,0,synthetic_demo
L005466,2026-01-25,Technology,51-200,Bulk order,10.01,5,1,synthetic_demo
L004425,2026-01-25,Healthcare,201-1000,Bulk order,10.54,2,1,synthetic_demo
L010136,2026-01-25,Manufacturing,1-50,Supplier request,29.09,2,0,synthetic_demo
L001270,2026-01-25,Healthcare,201-1000,Supplier request,9.85,1,1,synthetic_demo
L009475,2026-01-25,Retail,51-200,Product enquiry,12.76,1,0,synthetic_demo
L006225,2026-01-25,Healthcare,51-200,Price quote,17.7,1,0,synthetic_demo
L008352,2026-01-25,Construction,51-200,Bulk order,4.95,4,0,synthetic_demo
L005861,2026-01-25,Healthcare,1001+,Product enquiry,1.54,1,0,synthetic_demo
L011919,2026-01-25,Construction,1-50,Product enquiry,3.2,2,0,synthetic_demo
L009334,2026-01-25,Healthcare,1001+,Supplier request,13.45,1,0,synthetic_demo
L008160,2026-01-25,Retail,201-1000,Product enquiry,8.01,2,0,synthetic_demo
L003974,2026-01-25,Manufacturing,51-200,Product enquiry,12.37,0,0,synthetic_demo
L006051,2026-01-25,Retail,1001+,Supplier request,18.02,0,0,synthetic_demo
L007782,2026-01-25,Retail,201-1000,Price quote,21.04,3,0,synthetic_demo
L006097,2026-01-25,Manufacturing,1-50,Bulk order,7.77,3,0,synthetic_demo
L009246,2026-01-25,Healthcare,201-1000,Price quote,21.39,5,1,synthetic_demo
L008112,2026-01-25,Manufacturing,51-200,Price quote,7.2,3,1,synthetic_demo
L011091,2026-01-25,Healthcare,201-1000,Product enquiry,13.23,2,1,synthetic_demo
L003674,2026-01-25,Retail,51-200,Supplier request,6.21,0,0,synthetic_demo
L008197,2026-01-26,Healthcare,51-200,Supplier request,15.88,0,0,synthetic_demo
L007082,2026-01-26,Technology,1-50,Bulk order,16.25,3,0,synthetic_demo
L010634,2026-01-26,Healthcare,51-200,Price quote,13.87,4,0,synthetic_demo
L002872,2026-01-26,Retail,1001+,Supplier request,3.48,2,1,synthetic_demo
L002548,2026-01-26,Manufacturing,1-50,Supplier request,5.86,0,0,synthetic_demo
L000373,2026-01-26,Retail,1-50,Bulk order,19.95,2,0,synthetic_demo
L001007,2026-01-26,Construction,51-200,Product enquiry,23.37,1,0,synthetic_demo
L006313,2026-01-26,Construction,51-200,Bulk order,11.56,3,0,synthetic_demo
L004779,2026-01-26,Retail,51-200,Product enquiry,4.62,3,0,synthetic_demo
L011547,2026-01-26,Healthcare,1-50,Price quote,11.24,0,0,synthetic_demo
L009584,2026-01-26,Technology,51-200,Product enquiry,15.25,1,0,synthetic_demo
L005366,2026-01-26,Construction,1-50,Product enquiry,7.44,4,1,synthetic_demo
L005865,2026-01-26,Technology,1001+,Price quote,6.56,3,1,synthetic_demo
L006775,2026-01-26,Healthcare,51-200,Product enquiry,4.07,4,0,synthetic_demo
L004621,2026-01-26,Manufacturing,201-1000,Price quote,11.79,0,0,synthetic_demo
L011997,2026-01-26,Manufacturing,51-200,Product enquiry,5.48,1,0,synthetic_demo
L006795,2026-01-26,Healthcare,1-50,Product enquiry,12.83,0,0,synthetic_demo
L007772,2026-01-26,Manufacturing,1-50,Product enquiry,1.74,2,0,synthetic_demo
L000901,2026-01-26,Retail,1-50,Product enquiry,15.21,1,0,synthetic_demo
L005850,2026-01-26,Technology,51-200,Product enquiry,5.22,1,0,synthetic_demo
L010429,2026-01-26,Retail,51-200,Supplier request,6.48,4,1,synthetic_demo
L003858,2026-01-26,Retail,1-50,Bulk order,14.31,3,0,synthetic_demo
L010803,2026-01-26,Healthcare,51-200,Price quote,4.33,2,1,synthetic_demo
L003865,2026-01-26,Construction,201-1000,Product enquiry,9.51,4,1,synthetic_demo
L010324,2026-01-26,Healthcare,1-50,Supplier request,17.67,1,0,synthetic_demo
L008701,2026-01-26,Retail,1001+,Bulk order,6.62,1,1,synthetic_demo
L007638,2026-01-26,Construction,201-1000,Price quote,11.5,1,0,synthetic_demo
L009389,2026-01-26,Manufacturing,201-1000,Supplier request,3.25,2,0,synthetic_demo
L001045,2026-01-26,Manufacturing,1001+,Product enquiry,14.98,1,0,synthetic_demo
L003990,2026-01-26,Construction,51-200,Price quote,13.25,3,0,synthetic_demo
L007466,2026-01-26,Manufacturing,1001+,Price quote,3.5,1,0,synthetic_demo
L005676,2026-01-26,Construction,51-200,Bulk order,30.8,1,0,synthetic_demo
L010192,2026-01-26,Manufacturing,1-50,Price quote,15.11,5,0,synthetic_demo
L008933,2026-01-26,Manufacturing,201-1000,Product enquiry,1.39,2,1,synthetic_demo
L002624,2026-01-26,Construction,201-1000,Price quote,8.53,1,0,synthetic_demo
L006784,2026-01-26,Manufacturing,1-50,Price quote,3.04,3,0,synthetic_demo
L011682,2026-01-27,Retail,1-50,Product enquiry,14.26,1,0,synthetic_demo
L001207,2026-01-27,Healthcare,51-200,Bulk order,45.91,1,0,synthetic_demo
L000837,2026-01-27,Technology,1001+,Product enquiry,3.42,1,1,synthetic_demo
L001537,2026-01-27,Technology,201-1000,Bulk order,6.67,2,0,synthetic_demo
L011291,2026-01-27,Technology,51-200,Supplier request,4.33,1,0,synthetic_demo
L007113,2026-01-27,Technology,201-1000,Price quote,6.49,0,1,synthetic_demo
L000671,2026-01-27,Manufacturing,1-50,Price quote,10.34,2,0,synthetic_demo
L007350,2026-01-27,Manufacturing,201-1000,Product enquiry,16.44,3,0,synthetic_demo
L003115,2026-01-27,Retail,1-50,Price quote,2.25,4,1,synthetic_demo
L009289,2026-01-27,Retail,1-50,Supplier request,7.81,3,1,synthetic_demo
L005303,2026-01-27,Technology,51-200,Supplier request,1.45,3,0,synthetic_demo
L004333,2026-01-27,Manufacturing,1001+,Price quote,11.84,0,0,synthetic_demo
L004323,2026-01-27,Healthcare,1-50,Product enquiry,1.45,2,0,synthetic_demo
L005564,2026-01-27,Manufacturing,51-200,Product enquiry,3.27,4,0,synthetic_demo
L005786,2026-01-27,Technology,1-50,Price quote,5.41,1,0,synthetic_demo
L005219,2026-01-27,Retail,1-50,Price quote,6.54,4,0,synthetic_demo
L011899,2026-01-27,Retail,1-50,Price quote,5.87,1,1,synthetic_demo
L005952,2026-01-27,Retail,201-1000,Product enquiry,3.95,3,1,synthetic_demo
L002060,2026-01-27,Manufacturing,1-50,Bulk order,3.37,0,0,synthetic_demo
L003554,2026-01-27,Healthcare,201-1000,Supplier request,13.97,1,0,synthetic_demo
L006046,2026-01-27,Retail,1-50,Price quote,0.65,2,0,synthetic_demo
L006141,2026-01-27,Manufacturing,201-1000,Bulk order,19.27,5,0,synthetic_demo
L006260,2026-01-27,Manufacturing,201-1000,Price quote,3.03,1,0,synthetic_demo
L008089,2026-01-27,Retail,51-200,Supplier request,16.39,1,0,synthetic_demo
L007645,2026-01-27,Technology,1-50,Bulk order,11.24,1,0,synthetic_demo
L006727,2026-01-27,Manufacturing,201-1000,Product enquiry,14.93,1,0,synthetic_demo
L006732,2026-01-27,Healthcare,1-50,Bulk order,11.55,3,0,synthetic_demo
L006776,2026-01-27,Retail,51-200,Supplier request,24.97,2,0,synthetic_demo
L008025,2026-01-27,Manufacturing,201-1000,Bulk order,7.15,1,0,synthetic_demo
L002863,2026-01-27,Retail,51-200,Supplier request,3.28,3,0,synthetic_demo
L002325,2026-01-27,Manufacturing,51-200,Price quote,7.48,2,0,synthetic_demo
L010766,2026-01-27,Retail,201-1000,Supplier request,14.9,2,0,synthetic_demo
L006372,2026-01-27,Manufacturing,1-50,Product enquiry,12.71,4,0,synthetic_demo
L004600,2026-01-28,Retail,201-1000,Bulk order,11.58,1,0,synthetic_demo
L011548,2026-01-28,Retail,201-1000,Price quote,4.18,5,1,synthetic_demo
L009973,2026-01-28,Construction,51-200,Product enquiry,4.39,4,0,synthetic_demo
L005402,2026-01-28,Manufacturing,201-1000,Product enquiry,8.37,0,0,synthetic_demo
L004086,2026-01-28,Construction,51-200,Bulk order,31.8,4,0,synthetic_demo
L005424,2026-01-28,Manufacturing,1-50,Price quote,5.94,2,0,synthetic_demo
L001997,2026-01-28,Retail,1-50,Supplier request,33.97,2,0,synthetic_demo
L009916,2026-01-28,Retail,1-50,Supplier request,4.21,2,0,synthetic_demo
L000955,2026-01-28,Construction,1001+,Supplier request,7.21,3,0,synthetic_demo
L004259,2026-01-28,Construction,201-1000,Product enquiry,4.35,0,0,synthetic_demo
L009940,2026-01-28,Technology,51-200,Price quote,8.43,2,0,synthetic_demo
L000333,2026-01-28,Technology,201-1000,Price quote,23.21,2,1,synthetic_demo
L007957,2026-01-28,Retail,1-50,Product enquiry,3.41,4,0,synthetic_demo
L007252,2026-01-28,Healthcare,1-50,Bulk order,3.2,2,0,synthetic_demo
L003361,2026-01-28,Retail,201-1000,Supplier request,8.53,3,0,synthetic_demo
L003399,2026-01-28,Technology,1001+,Supplier request,10.83,1,0,synthetic_demo
L009424,2026-01-28,Manufacturing,201-1000,Price quote,12.28,2,0,synthetic_demo
L009083,2026-01-28,Manufacturing,1-50,Price quote,9.41,1,0,synthetic_demo
L000626,2026-01-28,Retail,51-200,Product enquiry,14.47,2,0,synthetic_demo
L010884,2026-01-28,Construction,1-50,Product enquiry,16.21,0,0,synthetic_demo
L001453,2026-01-28,Construction,51-200,Bulk order,17.24,1,0,synthetic_demo
L009643,2026-01-28,Construction,51-200,Price quote,7.9,1,0,synthetic_demo
L005804,2026-01-28,Healthcare,201-1000,Supplier request,3.2,2,0,synthetic_demo
L008825,2026-01-28,Construction,51-200,Product enquiry,6.14,2,0,synthetic_demo
L008157,2026-01-29,Construction,1-50,Product enquiry,6.76,0,0,synthetic_demo
L007796,2026-01-29,Technology,1-50,Price quote,12.31,2,1,synthetic_demo
L011814,2026-01-29,Construction,51-200,Bulk order,3.48,4,0,synthetic_demo
L000986,2026-01-29,Construction,201-1000,Bulk order,20.65,1,0,synthetic_demo
L011873,2026-01-29,Technology,1001+,Product enquiry,17.37,3,0,synthetic_demo
L009045,2026-01-29,Retail,201-1000,Product enquiry,7.16,1,0,synthetic_demo
L005050,2026-01-29,Construction,1-50,Supplier request,4.85,1,0,synthetic_demo
L003034,2026-01-29,Manufacturing,1-50,Price quote,18.16,5,0,synthetic_demo
L010723,2026-01-29,Manufacturing,1-50,Bulk order,6.73,1,0,synthetic_demo
L007656,2026-01-29,Technology,201-1000,Product enquiry,8.48,3,1,synthetic_demo
L005950,2026-01-29,Technology,1001+,Price quote,8.2,1,0,synthetic_demo
L005923,2026-01-29,Technology,1001+,Supplier request,14.99,6,0,synthetic_demo
L002891,2026-01-29,Manufacturing,1001+,Bulk order,8.36,4,0,synthetic_demo
L005207,2026-01-29,Manufacturing,1001+,Price quote,7.26,3,0,synthetic_demo
L003748,2026-01-29,Construction,201-1000,Product enquiry,11.07,2,0,synthetic_demo
L009031,2026-01-29,Retail,1001+,Product enquiry,2.23,2,0,synthetic_demo
L005848,2026-01-29,Manufacturing,1-50,Bulk order,16.59,2,1,synthetic_demo
L010900,2026-01-29,Manufacturing,51-200,Bulk order,5.65,5,1,synthetic_demo
L008965,2026-01-29,Retail,201-1000,Product enquiry,32.41,2,0,synthetic_demo
L010298,2026-01-29,Retail,1001+,Price quote,26.2,6,0,synthetic_demo
L009276,2026-01-29,Manufacturing,201-1000,Supplier request,4.08,2,0,synthetic_demo
L002193,2026-01-29,Technology,201-1000,Bulk order,6.34,1,0,synthetic_demo
L010047,2026-01-29,Healthcare,51-200,Product enquiry,19.09,2,0,synthetic_demo
L009930,2026-01-29,Healthcare,201-1000,Product enquiry,7.07,0,0,synthetic_demo
L005336,2026-01-29,Technology,201-1000,Price quote,9.44,3,0,synthetic_demo
L001287,2026-01-29,Retail,1001+,Supplier request,7.18,4,1,synthetic_demo
L005351,2026-01-29,Construction,1-50,Bulk order,9.51,2,0,synthetic_demo
L011384,2026-01-29,Healthcare,1-50,Price quote,10.74,2,0,synthetic_demo
L009571,2026-01-29,Manufacturing,51-200,Price quote,1.65,3,0,synthetic_demo
L001995,2026-01-29,Retail,51-200,Bulk order,13.98,1,0,synthetic_demo
L006289,2026-01-29,Retail,1-50,Product enquiry,28.49,4,0,synthetic_demo
L001665,2026-01-29,Construction,201-1000,Price quote,1.26,2,1,synthetic_demo
L001796,2026-01-29,Retail,201-1000,Price quote,9.79,4,0,synthetic_demo
L004381,2026-01-29,Healthcare,1001+,Supplier request,4.03,0,0,synthetic_demo
L001872,2026-01-29,Retail,51-200,Product enquiry,11.02,2,0,synthetic_demo
L008281,2026-01-30,Retail,1-50,Bulk order,12.57,8,1,synthetic_demo
L009627,2026-01-30,Manufacturing,51-200,Supplier request,38.0,3,0,synthetic_demo
L005791,2026-01-30,Technology,1001+,Bulk order,5.27,0,0,synthetic_demo
L003783,2026-01-30,Construction,51-200,Product enquiry,25.72,1,0,synthetic_demo
L010227,2026-01-30,Technology,1-50,Price quote,13.13,0,0,synthetic_demo
L001031,2026-01-30,Healthcare,1-50,Price quote,4.08,2,0,synthetic_demo
L009814,2026-01-30,Manufacturing,201-1000,Product enquiry,2.11,4,0,synthetic_demo
L008635,2026-01-30,Manufacturing,1-50,Product enquiry,11.01,0,0,synthetic_demo
L001272,2026-01-30,Retail,201-1000,Product enquiry,15.82,5,0,synthetic_demo
L000897,2026-01-30,Retail,1-50,Product enquiry,17.53,3,0,synthetic_demo
L007430,2026-01-30,Construction,1001+,Price quote,9.14,1,0,synthetic_demo
L007143,2026-01-30,Technology,1-50,Product enquiry,18.64,1,0,synthetic_demo
L007125,2026-01-30,Retail,1-50,Supplier request,13.34,2,1,synthetic_demo
L006087,2026-01-30,Healthcare,1-50,Product enquiry,10.25,0,0,synthetic_demo
L008969,2026-01-30,Construction,1-50,Product enquiry,16.75,2,0,synthetic_demo
L007962,2026-01-30,Manufacturing,1-50,Supplier request,5.13,2,0,synthetic_demo
L002921,2026-01-30,Construction,51-200,Bulk order,4.5,0,0,synthetic_demo
L002753,2026-01-30,Technology,51-200,Supplier request,6.18,2,0,synthetic_demo
L000403,2026-01-30,Technology,201-1000,Product enquiry,12.18,3,1,synthetic_demo
L002901,2026-01-30,Retail,201-1000,Bulk order,3.72,1,0,synthetic_demo
L005066,2026-01-30,Healthcare,1-50,Bulk order,15.28,2,0,synthetic_demo
L006609,2026-01-31,Manufacturing,1001+,Product enquiry,17.41,3,0,synthetic_demo
L008842,2026-01-31,Manufacturing,1-50,Price quote,16.54,1,0,synthetic_demo
L005555,2026-01-31,Technology,1-50,Price quote,9.36,2,0,synthetic_demo
L008756,2026-01-31,Manufacturing,51-200,Price quote,7.39,3,0,synthetic_demo
L007312,2026-01-31,Retail,201-1000,Price quote,7.6,2,0,synthetic_demo
L005956,2026-01-31,Healthcare,1-50,Bulk order,20.86,4,0,synthetic_demo
L008131,2026-01-31,Healthcare,51-200,Product enquiry,13.25,0,0,synthetic_demo
L006330,2026-01-31,Manufacturing,51-200,Price quote,8.18,3,0,synthetic_demo
L008107,2026-01-31,Manufacturing,51-200,Product enquiry,25.99,2,0,synthetic_demo
L009258,2026-01-31,Construction,1001+,Product enquiry,19.04,3,0,synthetic_demo
L012000,2026-01-31,Healthcare,51-200,Bulk order,18.23,4,0,synthetic_demo
L000878,2026-01-31,Retail,1-50,Bulk order,11.02,2,0,synthetic_demo
L001572,2026-01-31,Healthcare,1-50,Product enquiry,10.44,4,0,synthetic_demo
L000974,2026-01-31,Construction,201-1000,Bulk order,4.53,3,0,synthetic_demo
L002713,2026-01-31,Manufacturing,1001+,Bulk order,8.33,4,0,synthetic_demo
L011629,2026-01-31,Retail,51-200,Price quote,6.53,2,0,synthetic_demo
L001280,2026-01-31,Healthcare,51-200,Price quote,4.09,2,0,synthetic_demo
L001650,2026-01-31,Technology,51-200,Bulk order,1.75,4,1,synthetic_demo
L010248,2026-01-31,Retail,51-200,Bulk order,12.9,3,0,synthetic_demo
L004725,2026-01-31,Manufacturing,201-1000,Product enquiry,14.67,3,0,synthetic_demo
L009870,2026-01-31,Construction,51-200,Bulk order,2.6,1,0,synthetic_demo
L011256,2026-01-31,Manufacturing,201-1000,Supplier request,5.82,0,0,synthetic_demo
L002641,2026-01-31,Technology,201-1000,Supplier request,6.37,5,0,synthetic_demo
L001624,2026-01-31,Manufacturing,1001+,Product enquiry,14.33,1,0,synthetic_demo
L010536,2026-01-31,Retail,51-200,Product enquiry,8.56,2,0,synthetic_demo
L002870,2026-01-31,Manufacturing,1-50,Supplier request,7.45,5,0,synthetic_demo
L001830,2026-01-31,Healthcare,1-50,Supplier request,7.56,2,0,synthetic_demo
L010421,2026-01-31,Manufacturing,51-200,Bulk order,9.15,0,1,synthetic_demo
L002883,2026-01-31,Healthcare,1-50,Price quote,10.5,1,0,synthetic_demo
L004545,2026-01-31,Retail,1001+,Bulk order,7.16,1,1,synthetic_demo
L010767,2026-01-31,Manufacturing,201-1000,Bulk order,6.1,2,0,synthetic_demo
L010779,2026-01-31,Technology,1-50,Bulk order,1.55,1,0,synthetic_demo
L000115,2026-01-31,Manufacturing,201-1000,Product enquiry,1.92,3,1,synthetic_demo
L011361,2026-01-31,Technology,1-50,Supplier request,3.19,3,0,synthetic_demo
L004844,2026-02-01,Retail,201-1000,Product enquiry,13.61,5,0,synthetic_demo
L007217,2026-02-01,Technology,1001+,Product enquiry,5.58,1,0,synthetic_demo
L002723,2026-02-01,Retail,201-1000,Bulk order,17.67,4,1,synthetic_demo
L002223,2026-02-01,Retail,201-1000,Bulk order,11.03,2,0,synthetic_demo
L001355,2026-02-01,Construction,201-1000,Bulk order,12.07,1,0,synthetic_demo
L001641,2026-02-01,Technology,1-50,Bulk order,8.48,3,1,synthetic_demo
L007155,2026-02-01,Technology,1001+,Bulk order,10.4,1,1,synthetic_demo
L011038,2026-02-01,Retail,201-1000,Price quote,5.18,1,1,synthetic_demo
L002422,2026-02-01,Manufacturing,51-200,Price quote,1.88,1,1,synthetic_demo
L004883,2026-02-01,Healthcare,51-200,Bulk order,3.75,2,0,synthetic_demo
L010262,2026-02-01,Construction,1001+,Price quote,9.21,0,0,synthetic_demo
L011867,2026-02-01,Retail,201-1000,Bulk order,6.1,3,0,synthetic_demo
L007104,2026-02-01,Manufacturing,201-1000,Product enquiry,8.55,1,1,synthetic_demo
L006815,2026-02-01,Healthcare,51-200,Price quote,12.83,5,1,synthetic_demo
L010495,2026-02-01,Construction,1001+,Price quote,8.76,1,0,synthetic_demo
L007130,2026-02-01,Retail,201-1000,Supplier request,20.79,1,0,synthetic_demo
L008654,2026-02-01,Manufacturing,201-1000,Supplier request,2.26,2,0,synthetic_demo
L008824,2026-02-01,Technology,51-200,Bulk order,6.06,2,0,synthetic_demo
L006176,2026-02-01,Construction,1-50,Product enquiry,9.79,2,0,synthetic_demo
L011196,2026-02-01,Healthcare,1-50,Price quote,5.55,2,0,synthetic_demo
L004661,2026-02-01,Technology,1-50,Price quote,8.72,2,0,synthetic_demo
L006048,2026-02-01,Manufacturing,51-200,Price quote,7.33,0,0,synthetic_demo
L009068,2026-02-01,Healthcare,1-50,Product enquiry,10.67,3,0,synthetic_demo
L004476,2026-02-01,Technology,201-1000,Bulk order,16.42,2,0,synthetic_demo
L006516,2026-02-01,Retail,201-1000,Supplier request,13.53,3,1,synthetic_demo
L009132,2026-02-01,Technology,51-200,Price quote,9.39,1,0,synthetic_demo
L002080,2026-02-01,Manufacturing,51-200,Product enquiry,8.25,1,0,synthetic_demo
L002084,2026-02-01,Manufacturing,51-200,Product enquiry,2.62,0,0,synthetic_demo
L010055,2026-02-01,Technology,1001+,Product enquiry,26.64,0,0,synthetic_demo
L011901,2026-02-01,Manufacturing,1-50,Product enquiry,7.37,4,0,synthetic_demo
L009126,2026-02-01,Construction,201-1000,Bulk order,7.37,3,1,synthetic_demo
L000633,2026-02-01,Manufacturing,1001+,Bulk order,5.14,1,1,synthetic_demo
L006535,2026-02-01,Retail,51-200,Price quote,3.91,1,0,synthetic_demo
L004528,2026-02-01,Technology,1-50,Supplier request,9.48,2,1,synthetic_demo
L006426,2026-02-01,Manufacturing,1-50,Product enquiry,4.98,0,0,synthetic_demo
L008129,2026-02-02,Healthcare,1-50,Bulk order,11.8,3,0,synthetic_demo
L001485,2026-02-02,Healthcare,51-200,Product enquiry,2.93,6,1,synthetic_demo
L009542,2026-02-02,Construction,51-200,Product enquiry,9.89,1,0,synthetic_demo
L005818,2026-02-02,Manufacturing,1-50,Bulk order,4.34,3,1,synthetic_demo
L004644,2026-02-02,Manufacturing,201-1000,Price quote,20.27,1,0,synthetic_demo
L006697,2026-02-02,Retail,1-50,Price quote,4.53,1,0,synthetic_demo
L011170,2026-02-02,Technology,201-1000,Product enquiry,32.82,2,0,synthetic_demo
L005919,2026-02-02,Construction,51-200,Supplier request,5.9,2,0,synthetic_demo
L011152,2026-02-02,Manufacturing,1001+,Product enquiry,16.58,1,0,synthetic_demo
L010364,2026-02-02,Technology,201-1000,Supplier request,2.29,4,1,synthetic_demo
L005417,2026-02-02,Manufacturing,1-50,Price quote,15.41,2,0,synthetic_demo
L002492,2026-02-02,Retail,201-1000,Bulk order,5.67,2,0,synthetic_demo
L000815,2026-02-02,Manufacturing,1-50,Price quote,12.74,0,0,synthetic_demo
L007119,2026-02-02,Manufacturing,201-1000,Bulk order,18.53,1,0,synthetic_demo
L004461,2026-02-02,Retail,1-50,Bulk order,17.04,0,0,synthetic_demo
L003389,2026-02-02,Retail,51-200,Price quote,9.56,0,1,synthetic_demo
L008117,2026-02-02,Healthcare,51-200,Bulk order,5.02,1,0,synthetic_demo
L011449,2026-02-02,Technology,201-1000,Bulk order,17.52,2,0,synthetic_demo
L006380,2026-02-02,Retail,1001+,Price quote,30.53,4,0,synthetic_demo
L005739,2026-02-02,Construction,51-200,Bulk order,5.31,3,1,synthetic_demo
